Path,Transcript,goldStandard
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_WU2CHNrkg8hTa41RUFdbv0AtTC42_sid_9JaVWFblrYlOX7TNJfzJ_1741134609_195798308_sentence_segment_close.wav",They set out to find ways to keep the town safe,They set out to find ways to keep the town safe.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_WU2CHNrkg8hTa41RUFdbv0AtTC42_sid_9JaVWFblrYlOX7TNJfzJ_1741134609_195798309_sentence_segment_close.wav",Way up high they spotted a f:ɹeɪ,"Way up high, they spotted a fray."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_WU2CHNrkg8hTa41RUFdbv0AtTC42_sid_9JaVWFblrYlOX7TNJfzJ_1741134609_195798310_sentence_segment_close.wav",s:wiftly they f:lu: to f:ɪks the dismay,"Swiftly, they flew to fix the dismay."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_WU2CHNrkg8hTa41RUFdbv0AtTC42_sid_9JaVWFblrYlOX7TNJfzJ_1741134609_195798311_sentence_segment_close.wav",baɪ: deɪ:z end peace was restored,"By day's end, peace was restored."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_WU2CHNrkg8hTa41RUFdbv0AtTC42_sid_9JaVWFblrYlOX7TNJfzJ_1741134609_195798312_sentence_segment_close.wav",The town cheered and waved as Ray and Jay flew away promising to always return when the town would need to play it safe again,"The town cheered and waved as Ray and Jay flew away, promising to always return when the town would need to play it safe again."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798313_sentence_segment_close.wav",Once upon a time in a far.|faraway land there lived a group of magical creatures called the Whis.|whistol|lots whistolot wis,"""Once upon a time, in a faraway land, there lived a group of magical creatures called the 'Whistolots'."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798314_sentence_segment_close.wav",These creatures had the power to wɪs wɪstəl whistle with their long pointy noses,"These creatures had the power to whistle with their long, pointy noses."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798315_sentence_segment_close.wav",They wɪvd in a bright colorful forest filled with all kinds of trees ən flowers,"They lived in a bright, colorful forest filled with all kinds of trees and flowers."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798316_sentence_segment_close.wav",One day a brave wɪs wɪs Whistolot named wɪzli Whizzy set out on a journey to find a rare plant called the Whisperberry,"One day, a brave Whistolot named Whizzy set out on a journey to find a rare plant called the 'Whisperberry'."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798317_sentence_segment_close.wav",This plant was said to have magical powers that could make anyone who ate it able to whistle beautifully,"This plant was said to have magical powers that could make anyone who ate it, able to whistle beautifully."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798318_sentence_segment_close.wav",Whizzy search high and low brave braving through θ:ɪk bushes and tall trees unay until h:i finally found the Whisperberry plant,"Whizzy searched high and low, braving through thick bushes and tall trees until he finally found the Whisperberry plant."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798319_sentence_segment_close.wav",But as he plucked the berry he notice they they made a funny noise ah a th sound a th sound,"But as he plucked the berries, he noticed they made a funny noise - a 'th' sound."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798320_sentence_segment_close.wav",Amazed by his discovery wɪz:i took the berries back to his vige village and started it shared them with his fellow Whistolots,"Amazed by this discovery, Whizzy took the berries back to his village and shared them with his fellow Whistolots."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798321_sentence_segment_close.wav",They all They all ate the berries and s: and soon enough they were all able to whistle the with th with a th sound,"They all ate the berries and soon enough, they were all able to whistle with a 'th' sound."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798322_sentence_segment_close.wav",From that day on the Whistolots were known for their un unique unique 'th' whistles and all the other animals and in the forest were amazed,"From that day on, the Whistolots were known for their unique 'th' whistles, and all the other animals in the forest were amazed."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762_195798323_sentence_segment_close.wav",They all lived happily ever after whistling with their noses and their mouths,"They all lived happily ever after, whistling with their noses and their mouths."""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798324_sentence_segment_close.wav",Sam has a big beɪɡ,Sam has a big bag.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798325_sentence_segment_close.wav",The bag has a cap and a b...a...t pæt,The bag has a cap and a bat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798326_sentence_segment_close.wav",Sam is at the mat,Sam is at the mat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798327_sentence_segment_close.wav",The mat is red,The mat is red.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798328_sentence_segment_close.wav",Sam can sit on the mat,Sam can sit on the mat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798329_sentence_segment_close.wav",A cat is at the mat,A cat is at the mat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798330_sentence_segment_close.wav",The cat has a an tan,The cat has a tan.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798331_sentence_segment_close.wav",Sam and the cat nap,Sam and the cat nap.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798332_sentence_segment_close.wav",Nap is fun,Nap is fun.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798333_sentence_segment_close.wav",Sam t...a...p...s taps the bat,Sam taps the bat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798334_sentence_segment_close.wav",Tap tap tap,"Tap, tap, tap!"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798335_sentence_segment_close.wav",The cat naps,The cat naps.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798336_sentence_segment_close.wav",Sam gives the cat a cap,Sam gives the cat a cap.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079_195798337_sentence_segment_close.wav",The cat is g...l...a...d glad,The cat is glad.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798338_sentence_segment_close.wav",ina small town a nay a cat named Whiskers loved to play,"In a small town, a cat named Whiskers loved to play."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798339_sentence_segment_close.wav",One day Whiskers found a hat on a mat,"One day, Whiskers found a hat on the mat."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798340_sentence_segment_close.wav",The hat was big and flat ,The hat was big and flat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798341_sentence_segment_close.wav",hat on the the mat,"One day, Whiskers found a hat on the mat."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798342_sentence_segment_close.wav",The hat was big and flat,The hat was big and flat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798343_sentence_segment_close.wav",Whiskers sat on the h:.hæt dothatagain Whiskers sat in the hat feeling like a king,"Whiskers sat in the hat, feeling like a king."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798344_sentence_segment_close.wav",Suddenly a gust of wind blew the hat away,"Suddenly, a gust of wind blew the hat away!"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798345_sentence_segment_close.wav",Whiskers chased the hat down the street pass a big red van,"Whiskers chased the hat down the street, past a big red van."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798346_sentence_segment_close.wav",The hat landed on a tall tr The hat landed ɪ.ɪn a tall tree,The hat landed in a tall tree.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798347_sentence_segment_close.wav",With a quick leap Whiskers climbed the tree and grabbed the hat,"With a quick leap, Whiskers climbed the tree and grabbed the hat."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798348_sentence_segment_close.wav",Happy to have it back Whiskers trotted home and place the hat on the mat,"Happy to have it back, Whiskers trotted home and placed the hat on the mat."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995_195798349_sentence_segment_close.wav",It was the perfect spot for a cozy nap Good job (goojob),It was the perfect spot for a cozy nap.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798350_sentence_segment_close.wav",Ella the Elephant loved to explore,Ella the Elephant loved to explore.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798351_sentence_segment_close.wav",One sunny day she found a shiny red shell by the shore,"One sunny day, she found a shiny red shell by the shore."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798352_sentence_segment_close.wav",She picked it up and heard a soft whisper,She picked it up and heard a soft whisper.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798353_sentence_segment_close.wav",Help me said a tiny voice,"""Help me,"" said a tiny voice."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798354_sentence_segment_close.wav",Ella looked closer nsaw uhlittle crab trapped inside,Ella looked closer and saw a little crab trapped inside.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798355_sentence_segment_close.wav",With gentle k:ɛəɹ Ella helped the crab wiggle free,"With gentle care, Ella helped the crab wiggle free."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798356_sentence_segment_close.wav",The crab smiled and said Thank you Ella,"The crab smiled and said, ""Thank you, Ella!"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798357_sentence_segment_close.wav",I will never forget your kindness,"I will never forget your kindness."""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798358_sentence_segment_close.wav",Ella waved goodbye and continued her adventure feeling happy she could help,"Ella waved goodbye and continued her adventure, feeling happy she could help."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257_195798359_sentence_segment_close.wav",From that day on Ella and the crab became the best best of friends ɪksploɪŋ the shore together every day,"From that day on, Ella and the crab became the best of friends, exploring the shore together every day."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_HGLxgWVfJZWhAsqMf761d40h3eQ2_sid_DmEr4pqsDFri8xozTdsS_1743276724_195798360_sentence_segment_close.wav",Jake and Kate had a wake weɪs,Jake and Kate had a race.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_HGLxgWVfJZWhAsqMf761d40h3eQ2_sid_DmEr4pqsDFri8xozTdsS_1743276724_195798361_sentence_segment_close.wav",They wæn past the ɡeɪ.t and a lɑdʒ lake,They ran past the gate and a large lake.
